,id,Change,Close,Date,DollarVolume,mktCap,DollarVolume_wt
34711,59127,0.04993,10.5,2021-03-19,6.4,13.7,0.467
35404,59127,-0.04761,10.0,2021-03-26,10.2,12.7,0.801
36097,59127,-0.19993,8.0,2021-04-01,88.7,10.5,8.426
261,58118,0.0,3.1,2020-04-03,2.8,5.3,0.541
946,58118,0.17734,3.65,2020-04-09,11.8,6.0,1.956
1631,58118,0.08265,3.95,2020-04-17,26.6,6.6,4.013
2316,58118,0.22804,4.85,2020-04-24,29.4,7.3,4.034
3001,58118,-0.04114,4.65,2020-05-01,34.8,7.5,4.621
3686,58118,0.06454,4.95,2020-05-07,20.4,8.7,2.358
4371,58118,0.05049,5.2,2020-05-15,7.9,8.7,0.9
5056,58118,0.03849,5.4,2020-05-22,21.8,9.3,2.359
5741,58118,-0.08328,4.95,2020-05-29,12.4,8.6,1.45
6426,58118,1e-05,4.95,2020-06-05,13.8,8.5,1.62
7111,58118,-0.02016,4.85,2020-06-12,17.3,8.0,2.163
7796,58118,0.12885,5.48,2020-06-19,15.6,9.1,1.716
8481,58118,0.06845,5.85,2020-06-26,26.0,9.9,2.632
9166,58118,0.00852,5.9,2020-07-03,10.5,10.0,1.044
9852,58118,-0.06774,5.5,2020-07-10,25.0,9.6,2.604
10538,58118,6e-05,5.5,2020-07-17,23.4,9.5,2.474
11224,58118,0.04526,5.75,2020-07-24,23.9,9.3,2.56
11911,58118,0.34822,7.75,2020-07-31,89.8,12.2,7.369
12598,58118,0.09338,8.48,2020-08-07,65.4,13.3,4.912
13285,58118,-0.10329,7.6,2020-08-14,36.0,13.0,2.775
13972,58118,-0.01318,7.5,2020-08-21,13.1,13.0,1.009
14659,58118,4e-05,7.5,2020-08-28,15.3,12.6,1.214
15346,58118,0.02006,7.65,2020-09-04,15.2,13.1,1.162
16034,58118,-7e-05,7.65,2020-09-11,11.5,12.9,0.889
16722,58118,0.02619,7.85,2020-09-18,50.6,12.6,4.014
17410,58118,-0.05733,7.4,2020-09-25,18.6,12.8,1.454
18099,58118,0.00678,7.45,2020-10-02,7.3,12.5,0.58
18790,58118,-0.0268,7.25,2020-10-09,9.0,12.3,0.732
19481,58118,0.00691,7.3,2020-10-16,5.9,12.3,0.481
20172,58118,0.09626,8.0,2020-10-23,98.6,13.8,7.151
20863,58118,0.01254,8.1,2020-10-30,48.4,14.2,3.415
21554,58118,0.04943,8.5,2020-11-06,14.0,14.0,1.003
22245,58118,-0.08238,7.8,2020-11-13,25.6,13.8,1.86
22936,58118,-0.05765,7.35,2020-11-20,19.8,12.8,1.547
23627,58118,-0.04764,7.0,2020-11-27,10.5,12.0,0.875
24318,58118,0.12143,7.85,2020-12-04,27.8,12.9,2.152
25010,58118,-0.03183,7.6,2020-12-11,12.9,12.9,0.995
25703,58118,-0.0197,7.45,2020-12-18,8.2,12.9,0.64
26396,58118,0.05374,7.85,2020-12-24,12.2,12.9,0.946
27089,58118,0.02542,8.05,2020-12-31,10.5,13.6,0.768
27782,58118,0.01254,8.15,2021-01-08,29.6,13.7,2.168
28475,58118,-0.03677,7.85,2021-01-15,14.6,13.7,1.069
29168,58118,-0.06046,7.38,2021-01-22,15.1,13.0,1.162
29861,58118,-0.00338,7.35,2021-01-29,10.3,12.6,0.821
30554,58118,0.01353,7.45,2021-02-05,17.5,12.9,1.351
31247,58118,0.06741,7.95,2021-02-12,29.4,13.2,2.219
31940,58118,-0.05033,7.55,2021-02-19,25.6,13.2,1.939
32633,58118,-0.05294,7.15,2021-02-26,10.8,12.6,0.851
33326,58118,-0.02794,6.95,2021-03-05,14.3,12.1,1.179
34019,58118,0.04316,7.25,2021-03-12,19.3,11.8,1.633
34712,58118,0.00691,7.3,2021-03-19,5.2,12.2,0.426
35405,58118,0.02745,7.5,2021-03-26,6.6,12.6,0.522
36098,58118,-0.04,7.2,2021-04-01,5.7,12.5,0.455
262,53133,3e-05,28.0,2020-04-03,142.7,19.3,7.388
947,53133,0.42806,40.0,2020-04-09,242.4,19.0,12.758
1632,53133,0.44889,58.0,2020-04-17,920.2,39.1,23.535
2317,53133,0.4238,82.5,2020-04-24,873.1,48.6,17.954
3002,53133,0.64229,135.5,2020-05-01,1218.1,72.2,16.86
3687,53133,0.29124,175.0,2020-05-07,3608.3,123.2,29.299
4372,53133,-0.02855,170.0,2020-05-15,790.2,102.9,7.68
5057,53133,-0.02948,165.0,2020-05-22,1884.9,101.6,18.559
5742,53133,-0.0058,164.0,2020-05-29,2091.9,101.3,20.648
6427,53133,-0.06718,153.0,2020-06-05,831.9,94.5,8.806
7112,53133,-0.15004,130.0,2020-06-12,922.0,86.9,10.606
7797,53133,-0.06864,121.0,2020-06-19,916.8,73.0,12.557
8482,53133,-0.01247,119.5,2020-06-26,356.7,78.6,4.54
9167,53133,-0.07543,110.5,2020-07-03,283.6,70.0,4.049
9853,53133,-0.24867,83.0,2020-07-10,502.6,63.8,7.883
10539,53133,-0.1441,71.0,2020-07-17,349.4,44.5,7.85
11225,53133,0.14115,81.0,2020-07-24,795.3,54.3,14.639
11912,53133,-0.07403,75.0,2020-07-31,200.2,49.3,4.058
12599,53133,0.18034,88.5,2020-08-07,484.2,53.1,9.114
13286,53133,0.03951,92.0,2020-08-14,246.0,55.2,4.46
13973,53133,0.0654,98.0,2020-08-21,243.3,59.5,4.088
14660,53133,-0.0306,95.0,2020-08-28,234.2,60.5,3.872
15347,53133,0.00013,95.0,2020-09-04,275.4,58.7,4.69
16035,53133,-0.05254,90.0,2020-09-11,281.1,57.1,4.927
16723,53133,0.65563,149.0,2020-09-18,1610.9,82.0,19.646
17411,53133,-0.20781,118.0,2020-09-25,1175.9,83.7,14.048
18100,53133,-0.08523,108.0,2020-10-02,647.4,67.6,9.582
18791,53133,0.19438,129.0,2020-10-09,910.3,73.6,12.372
19482,53133,-0.00781,128.0,2020-10-16,978.1,82.0,11.928
20173,53133,-0.2031,102.0,2020-10-23,900.2,70.3,12.797
20864,53133,-0.00452,101.5,2020-10-30,765.2,67.2,11.379
21555,53133,0.08346,110.0,2020-11-06,478.6,70.3,6.81
22246,53133,-0.41836,64.0,2020-11-13,1064.1,40.8,26.094
22937,53133,-0.10864,57.0,2020-11-20,576.7,34.1,16.903
23628,53133,-2e-05,57.0,2020-11-27,262.7,33.9,7.739
24319,53133,-0.10523,51.0,2020-12-04,177.6,33.4,5.323
25011,53133,-0.07838,47.0,2020-12-11,141.7,30.7,4.615
25704,53133,0.03241,48.5,2020-12-18,255.1,30.3,8.419
26397,53133,0.02058,49.5,2020-12-24,178.5,31.7,5.625
27090,53133,-0.02019,48.5,2020-12-31,76.9,30.3,2.538
27783,53133,-0.1134,43.0,2021-01-08,172.0,29.4,5.843
28476,53133,0.01153,43.5,2021-01-15,146.2,27.5,5.319
29169,53133,-0.0345,42.0,2021-01-22,238.7,26.0,9.195
29862,53133,0.59477,67.0,2021-01-29,1597.1,37.7,42.321
30555,53133,0.47039,98.5,2021-02-05,1766.1,56.6,31.198
31248,53133,0.50242,148.0,2021-02-12,4057.6,87.1,46.57
31941,53133,-0.14522,126.5,2021-02-19,2059.0,85.7,24.034
32634,53133,-0.13102,110.0,2021-02-26,1008.3,70.9,14.23
33327,53133,0.13673,125.0,2021-03-05,1172.8,81.2,14.436
34020,53133,0.19199,149.0,2021-03-12,828.7,88.3,9.381
34713,53133,-0.18124,122.0,2021-03-19,753.5,83.8,8.995
35406,53133,-0.41807,71.0,2021-03-26,1946.1,66.7,29.187
36099,53133,-0.00662,70.5,2021-04-01,675.6,45.3,14.923
263,51132,-0.01861,53.0,2020-04-03,2.5,26.4,0.094
948,51132,0.0377,55.0,2020-04-09,11.2,27.2,0.412
1633,51132,0.0,55.0,2020-04-17,2.8,27.2,0.102
2318,51132,0.05454,58.0,2020-04-24,9.3,28.2,0.329
3003,51132,0.04311,60.5,2020-05-01,9.6,29.6,0.326
3688,51132,0.11622,67.5,2020-05-07,10.4,33.0,0.314
4373,51132,-0.02218,66.0,2020-05-15,6.8,32.9,0.206
5058,51132,-5e-05,66.0,2020-05-22,8.9,32.1,0.277
5743,51132,-0.01506,65.0,2020-05-29,7.6,32.5,0.234
6428,51132,0.01539,66.0,2020-06-05,18.1,32.8,0.551
7113,51132,0.06062,70.0,2020-06-12,13.6,34.9,0.388
7798,51132,0.00705,70.5,2020-06-19,14.9,34.7,0.428
8483,51132,0.22705,86.5,2020-06-26,25.7,41.6,0.618
9168,51132,-0.00574,86.0,2020-07-03,9.2,42.5,0.217
9854,51132,-0.0233,84.0,2020-07-10,10.8,42.2,0.257
10540,51132,-0.02978,81.5,2020-07-17,3.0,40.7,0.073
11226,51132,0.05526,86.0,2020-07-24,22.1,41.9,0.527
11913,51132,-0.0698,80.0,2020-07-31,17.5,41.4,0.423
12600,51132,-0.01877,78.5,2020-08-07,84.0,39.0,2.153
13287,51132,0.03822,81.5,2020-08-14,11.6,41.2,0.283
13974,51132,-0.04298,78.0,2020-08-21,2.3,39.0,0.06
14661,51132,-0.01271,77.0,2020-08-28,7.1,38.2,0.187
15348,51132,0.0,77.0,2020-09-04,3.2,38.1,0.084
16036,51132,-0.0065,76.5,2020-09-11,1.6,37.9,0.043
16724,51132,-0.03262,74.0,2020-09-18,4.4,36.6,0.121
17412,51132,-0.02023,72.5,2020-09-25,4.4,35.7,0.123
18101,51132,0.02767,74.5,2020-10-02,7.8,37.5,0.209
18792,51132,0.01342,75.5,2020-10-09,9.7,37.3,0.26
19483,51132,0.04635,79.0,2020-10-16,11.5,38.7,0.297
20174,51132,0.0,79.0,2020-10-23,1.8,39.1,0.047
20865,51132,0.01268,80.0,2020-10-30,5.8,39.1,0.148
21556,51132,-0.00615,79.5,2020-11-06,9.3,39.1,0.239
22247,51132,3e-05,79.5,2020-11-13,6.8,38.0,0.178
22938,51132,0.0063,80.0,2020-11-20,18.4,39.6,0.465
23629,51132,0.0,80.0,2020-11-27,6.3,39.6,0.16
24320,51132,-0.08749,73.0,2020-12-04,5.8,37.1,0.157
25012,51132,-0.01373,72.0,2020-12-11,10.4,35.7,0.291
25705,51132,0.02079,73.5,2020-12-18,6.3,36.1,0.174
26398,51132,0.08164,79.5,2020-12-24,5.7,38.0,0.15
27091,51132,6e-05,79.5,2020-12-31,4.1,39.4,0.105
27784,51132,0.0126,80.5,2021-01-08,4.0,39.7,0.101
28477,51132,0.0373,83.5,2021-01-15,6.1,39.9,0.152
29170,51132,0.18625,99.0,2021-01-22,23.0,46.0,0.5
29863,51132,-0.02529,96.5,2021-01-29,4.9,47.8,0.103
30556,51132,-0.0104,95.5,2021-02-05,2.2,47.4,0.047
31249,51132,-0.0471,91.0,2021-02-12,6.3,46.4,0.135
31942,51132,0.06588,97.0,2021-02-19,5.3,46.1,0.115
32635,51132,0.06172,103.0,2021-02-26,15.7,49.0,0.32
33328,51132,0.01931,105.0,2021-03-05,16.3,53.4,0.306
34021,51132,-0.07146,97.5,2021-03-12,15.6,48.9,0.319
34714,51132,0.0205,99.5,2021-03-19,36.1,48.5,0.744
35407,51132,-3e-05,99.5,2021-03-26,6.2,49.2,0.126
36100,51132,0.00505,100.0,2021-04-01,6.7,49.2,0.137
264,55218,-0.32897,1.18,2020-04-03,58.3,11.3,5.173
949,55218,-0.00013,1.18,2020-04-09,38.6,10.2,3.792
1634,55218,0.10625,1.3,2020-04-17,52.1,10.4,5.024
2319,55218,0.46098,1.9,2020-04-24,135.8,16.1,8.418
3004,55218,-0.13161,1.65,2020-05-01,31.3,14.8,2.108
3689,55218,-0.12119,1.45,2020-05-07,17.5,13.4,1.309
4374,55218,0.15507,1.68,2020-05-15,48.5,14.7,3.292
5059,55218,2e-05,1.68,2020-05-22,59.0,14.2,4.148
5744,55218,-0.04482,1.6,2020-05-29,51.4,14.4,3.566
6429,55218,0.01558,1.62,2020-06-05,33.3,14.7,2.263
7114,55218,-0.07698,1.5,2020-06-12,23.3,13.7,1.698
7799,55218,0.03311,1.55,2020-06-19,33.1,13.4,2.474
8484,55218,0.16146,1.8,2020-06-26,61.5,14.2,4.326
9169,55218,0.06936,1.92,2020-07-03,111.4,16.9,6.607
9855,55218,0.87046,3.6,2020-07-10,450.8,26.1,17.247
10541,55218,-0.13897,3.1,2020-07-17,271.7,28.6,9.508
11227,55218,-0.01609,3.05,2020-07-24,55.8,28.0,1.99
11914,55218,-0.03306,2.95,2020-07-31,57.8,25.2,2.297
12601,55218,0.01686,3.0,2020-08-07,41.3,25.7,1.609
13288,55218,0.00334,3.01,2020-08-14,49.9,28.3,1.763
13975,55218,0.26244,3.8,2020-08-21,112.1,32.9,3.41
14662,55218,0.01315,3.85,2020-08-28,45.5,33.9,1.343
15349,55218,-0.03889,3.7,2020-09-04,46.8,33.6,1.39
16037,55218,0.02434,3.79,2020-09-11,57.7,33.3,1.734
16725,55218,-0.10291,3.4,2020-09-18,50.3,31.4,1.603
17413,55218,-0.10281,3.05,2020-09-25,30.7,27.6,1.114
18102,55218,2e-05,3.05,2020-10-02,21.1,25.6,0.826
18793,55218,0.32794,4.05,2020-10-09,252.5,30.2,8.349
19484,55218,-0.02717,3.94,2020-10-16,204.8,36.2,5.66
20175,55218,-0.02288,3.85,2020-10-23,69.8,35.0,1.994
20866,55218,-0.01299,3.8,2020-10-30,110.6,34.7,3.188
21557,55218,-0.09216,3.45,2020-11-06,63.8,31.8,2.004
22248,55218,0.07248,3.7,2020-11-13,59.8,32.3,1.854
22939,55218,-0.02698,3.6,2020-11-20,46.6,32.2,1.449
23630,55218,-0.07773,3.32,2020-11-27,59.4,29.7,2.002
24321,55218,0.14468,3.8,2020-12-04,41.0,31.8,1.288
25013,55218,-0.02629,3.7,2020-12-11,55.4,33.0,1.68
25706,55218,-0.01347,3.65,2020-12-18,78.6,31.2,2.518
26399,55218,0.0685,3.9,2020-12-24,37.2,34.2,1.088
27092,55218,-0.03076,3.78,2020-12-31,23.8,33.5,0.708
27785,55218,0.13751,4.3,2021-01-08,178.2,36.0,4.948
28478,55218,-0.04651,4.1,2021-01-15,76.4,36.9,2.071
29171,55218,0.21897,5.0,2021-01-22,128.2,39.2,3.273
29864,55218,0.10043,5.5,2021-01-29,171.5,47.0,3.648
30557,55218,-0.07278,5.1,2021-02-05,136.6,44.5,3.068
31250,55218,-0.03927,4.9,2021-02-12,60.1,44.4,1.354
31943,55218,-0.03059,4.75,2021-02-19,49.7,43.1,1.153
32636,55218,-0.13695,4.1,2021-02-26,71.6,38.2,1.875
33329,55218,0.02445,4.2,2021-03-05,290.5,36.8,7.887
34022,55218,-0.04759,4.0,2021-03-12,486.1,34.5,14.075
34715,55218,0.1,4.4,2021-03-19,125.0,40.1,3.117
35408,55218,-0.10226,3.95,2021-03-26,50.8,37.3,1.363
36101,55218,0.13681,4.49,2021-04-01,147.1,38.1,3.861
265,57250,0.20477,50.0,2020-04-03,21.2,83.1,0.255
950,57250,-0.03,48.5,2020-04-09,2.6,84.2,0.031
1635,57250,-0.03088,47.0,2020-04-17,6.2,81.9,0.076
2320,57250,-0.01072,46.5,2020-04-24,4.3,81.6,0.053
3005,57250,0.00864,46.9,2020-05-01,4.9,80.2,0.061
3690,57250,-0.0831,43.0,2020-05-07,12.7,76.0,0.166
4375,57250,0.0,43.0,2020-05-15,10.2,74.7,0.137
5060,57250,-2e-05,43.0,2020-05-22,19.3,74.0,0.261
5745,57250,-0.02326,42.0,2020-05-29,3.9,73.8,0.053
6430,57250,0.23818,52.0,2020-06-05,109.4,87.5,1.25
7115,57250,-0.0096,51.5,2020-06-12,8.1,89.6,0.09
7800,57250,-0.14562,44.0,2020-06-19,23.6,82.9,0.285
8485,57250,0.06824,47.0,2020-06-26,71.5,77.0,0.929
9170,57250,-0.0532,44.5,2020-07-03,77.5,77.6,0.998
9856,57250,-0.07869,41.0,2020-07-10,17.6,72.4,0.243
10542,57250,-0.06099,38.5,2020-07-17,24.3,70.5,0.345
11228,57250,-0.02595,37.5,2020-07-24,75.9,67.2,1.129
11915,57250,0.02672,38.5,2020-07-31,25.2,65.3,0.386
12602,57250,0.32459,51.0,2020-08-07,302.8,78.9,3.84
13289,57250,0.16657,59.5,2020-08-14,78.4,100.8,0.778
13976,57250,0.0421,62.0,2020-08-21,46.7,105.6,0.442
14663,57250,0.04038,64.5,2020-08-28,36.6,105.6,0.347
15350,57250,0.06197,68.5,2020-09-04,50.6,119.4,0.424
16038,57250,0.00154,68.6,2020-09-11,37.4,119.0,0.314
16726,57250,-0.03071,66.5,2020-09-18,5.1,117.1,0.044
17414,57250,-0.07518,61.5,2020-09-25,17.5,108.9,0.161
18103,57250,-0.04892,58.5,2020-10-02,9.0,105.8,0.085
18794,57250,0.06841,62.5,2020-10-09,12.1,104.6,0.116
19485,57250,0.11988,70.0,2020-10-16,41.2,120.0,0.343
20176,57250,0.04287,73.0,2020-10-23,59.6,121.2,0.491
20867,57250,-0.07536,67.5,2020-10-30,30.9,122.3,0.253
21558,57250,0.00743,68.0,2020-11-06,25.6,115.7,0.221
22249,57250,0.10298,75.0,2020-11-13,60.0,125.2,0.479
22940,57250,0.16656,87.5,2020-11-20,85.0,146.1,0.582
23631,57250,-0.02296,85.5,2020-11-27,29.3,150.0,0.195
24322,57250,-0.00585,85.0,2020-12-04,63.7,149.9,0.425
25014,57250,-0.04115,81.5,2020-12-11,43.1,142.6,0.302
25707,57250,-0.03065,79.0,2020-12-18,32.3,140.0,0.231
26400,57250,0.0253,81.0,2020-12-24,22.6,139.6,0.162
27093,57250,0.17851,95.5,2020-12-31,85.3,160.1,0.533
27786,57250,0.24034,118.5,2021-01-08,473.5,203.4,2.328
28479,57250,0.02944,122.0,2021-01-15,1349.0,202.5,6.66
29172,57250,0.08603,132.5,2021-01-22,474.9,222.2,2.137
29865,57250,0.03031,136.5,2021-01-29,238.9,233.5,1.023
30558,57250,0.04394,142.5,2021-02-05,144.0,243.4,0.592
31251,57250,-0.02109,139.5,2021-02-12,99.5,244.6,0.407
31944,57250,0.07522,150.0,2021-02-19,188.0,256.6,0.733
32637,57250,-0.04832,142.75,2021-02-26,479.4,254.1,1.887
33330,57250,-0.03328,138.0,2021-03-05,50.5,239.2,0.211
34023,57250,0.00541,138.75,2021-03-12,89.9,238.6,0.377
34716,57250,-0.06302,130.0,2021-03-19,46.4,229.6,0.202
35409,57250,0.02686,133.5,2021-03-26,53.5,226.3,0.236
36102,57250,0.00383,134.0,2021-04-01,115.1,230.5,0.499
266,58119,-0.08081,4.32,2020-04-03,499.1,176.8,2.823
951,58119,0.20315,5.2,2020-04-09,1435.7,199.1,7.21
1636,58119,0.23117,6.4,2020-04-17,1678.8,230.6,7.279
2321,58119,0.38798,8.89,2020-04-24,3611.5,315.4,11.451
3006,58119,-0.12253,7.8,2020-05-01,4478.1,334.8,13.376
3691,58119,0.02569,8.0,2020-05-07,1601.6,334.9,4.783
4376,58119,0.13122,9.05,2020-05-15,2113.6,335.6,6.297
5061,58119,-0.02213,8.85,2020-05-22,1452.1,353.8,4.105
5746,58119,0.12947,10.0,2020-05-29,1268.8,355.3,3.571
6431,58119,0.13594,11.36,2020-06-05,3301.0,443.5,7.444
7116,58119,0.11622,12.68,2020-06-12,2950.7,471.5,6.258
7801,58119,-0.04575,12.1,2020-06-19,2185.9,476.3,4.589
8486,58119,-0.00831,12.0,2020-06-26,1107.5,472.4,2.344
9171,58119,-0.00834,11.9,2020-07-03,1439.2,470.8,3.057
9857,58119,0.05046,12.5,2020-07-10,1487.4,484.3,3.071
10543,58119,0.00798,12.6,2020-07-17,1057.1,480.6,2.2
11229,58119,0.13495,14.3,2020-07-24,4443.1,544.0,8.168
11916,58119,-0.056,13.5,2020-07-31,2704.3,554.8,4.874
12603,58119,0.02957,13.9,2020-08-07,1312.8,550.1,2.386
13290,58119,-0.03244,13.45,2020-08-14,1486.8,538.3,2.762
13977,58119,-0.04833,12.8,2020-08-21,2080.7,504.6,4.124
14664,58119,0.15639,14.8,2020-08-28,1723.4,552.1,3.122
15351,58119,0.07437,15.9,2020-09-04,2565.4,626.3,4.096
16039,58119,0.2516,19.9,2020-09-11,4690.0,703.1,6.67
16727,58119,0.35679,27.0,2020-09-18,17055.7,948.8,17.977
17415,58119,-0.25947,20.0,2020-09-25,9393.9,857.7,10.952
18104,58119,0.12499,22.5,2020-10-02,2937.6,805.1,3.649
18795,58119,-0.03333,21.75,2020-10-09,2741.6,891.6,3.075
19486,58119,0.03449,22.5,2020-10-16,2675.9,849.5,3.15
20177,58119,0.02664,23.1,2020-10-23,2000.3,893.8,2.238
20868,58119,-0.00424,23.0,2020-10-30,4586.2,936.2,4.899
21559,58119,0.02176,23.5,2020-11-06,2354.4,882.2,2.669
22250,58119,-0.04222,22.5,2020-11-13,2402.6,865.6,2.776
22941,58119,0.02886,23.15,2020-11-20,1624.6,895.8,1.814
23632,58119,0.0691,24.75,2020-11-27,3147.9,917.0,3.433
24323,58119,0.2928,32.0,2020-12-04,10267.6,1162.2,8.835
25015,58119,-0.03122,31.0,2020-12-11,8677.4,1260.7,6.883
25708,58119,0.09676,34.0,2020-12-18,10197.3,1300.3,7.842
26401,58119,0.09846,37.35,2020-12-24,5152.8,1425.3,3.615
27094,58119,-0.0121,36.9,2020-12-31,2134.1,1427.6,1.495
27787,58119,-0.11933,32.5,2021-01-08,4950.9,1365.9,3.625
28480,58119,0.01545,33.0,2021-01-15,2856.8,1321.5,2.162
29173,58119,-0.15121,28.0,2021-01-22,8316.5,1189.3,6.993
29866,58119,-0.12506,24.5,2021-01-29,5193.5,1038.2,5.002
30559,58119,0.07584,26.35,2021-02-05,5348.6,1026.8,5.209
31252,58119,-0.11771,23.25,2021-02-12,3896.7,948.8,4.107
31945,58119,-0.07523,21.5,2021-02-19,5744.7,857.3,6.701
32638,58119,0.11628,24.0,2021-02-26,3185.1,880.9,3.616
33331,58119,-0.08327,22.0,2021-03-05,1670.6,870.7,1.919
34024,58119,0.02046,22.45,2021-03-12,2330.8,888.7,2.623
34717,58119,-0.04235,21.5,2021-03-19,2583.4,831.4,3.107
35410,58119,-0.10701,19.2,2021-03-26,3153.1,784.4,4.02
36103,58119,-0.01255,18.96,2021-04-01,1279.1,756.9,1.69
267,51133,0.14108,970.0,2020-04-03,47.8,225.6,0.212
952,51133,0.04126,1010.0,2020-04-09,92.8,249.6,0.372
1637,51133,0.04947,1060.0,2020-04-17,90.9,263.2,0.345
2322,51133,-0.00471,1055.0,2020-04-24,116.2,266.2,0.437
3007,51133,0.0047,1060.0,2020-05-01,81.5,264.7,0.308
3692,51133,-0.01883,1040.0,2020-05-07,83.3,261.2,0.319
4377,51133,-0.0193,1020.0,2020-05-15,176.3,251.5,0.701
5062,51133,-0.04298,976.0,2020-05-22,85.8,247.7,0.346
5747,51133,0.00618,982.0,2020-05-29,52.3,245.7,0.213
6432,51133,0.06417,1045.0,2020-06-05,244.7,257.2,0.952
7117,51133,0.0335,1080.0,2020-06-12,58.3,264.9,0.22
7802,51133,0.04636,1130.0,2020-06-19,209.6,273.9,0.765
8487,51133,0.01315,1145.0,2020-06-26,88.4,287.5,0.307
9172,51133,0.01317,1160.0,2020-07-03,79.8,285.3,0.28
9858,51133,-0.07322,1075.0,2020-07-10,296.1,279.0,1.061
10544,51133,-0.05125,1020.0,2020-07-17,184.4,262.2,0.703
11230,51133,0.00979,1030.0,2020-07-24,49.4,259.8,0.19
11917,51133,-3e-05,1030.0,2020-07-31,146.1,254.8,0.573
12604,51133,-0.00968,1020.0,2020-08-07,82.8,255.7,0.324
13291,51133,0.00011,1020.0,2020-08-14,45.7,257.2,0.178
13978,51133,0.01958,1040.0,2020-08-21,142.0,260.7,0.545
14665,51133,-0.0096,1030.0,2020-08-28,182.8,258.9,0.706
15352,51133,-0.01208,1017.5,2020-09-04,37.5,252.6,0.148
16040,51133,0.10081,1120.0,2020-09-11,97.3,260.0,0.374
16728,51133,-0.05796,1055.0,2020-09-18,46.2,270.1,0.171
17416,51133,-0.04265,1010.0,2020-09-25,160.2,258.3,0.62
18105,51133,-0.0377,972.0,2020-10-02,177.0,249.9,0.708
18796,51133,0.05458,1025.0,2020-10-09,196.7,249.5,0.789
19487,51133,-0.01458,1010.0,2020-10-16,103.6,251.3,0.412
20178,51133,0.04452,1055.0,2020-10-23,23.8,258.7,0.092
20869,51133,7e-05,1055.0,2020-10-30,38.1,265.4,0.143
21560,51133,0.04261,1100.0,2020-11-06,109.1,268.2,0.407
22251,51133,0.10463,1215.0,2020-11-13,127.4,275.5,0.463
22942,51133,-0.07,1130.0,2020-11-20,84.0,289.8,0.29
23633,51133,0.00885,1140.0,2020-11-27,115.4,289.5,0.399
24324,51133,0.12284,1280.0,2020-12-04,124.9,319.0,0.392
25016,51133,-0.10553,1145.0,2020-12-11,45.0,305.5,0.147
25709,51133,0.05683,1210.0,2020-12-18,52.1,303.2,0.172
26402,51133,-0.01659,1190.0,2020-12-24,64.2,293.4,0.219
27095,51133,-0.00835,1180.0,2020-12-31,17.1,293.2,0.058
27788,51133,0.01275,1195.0,2021-01-08,345.5,300.0,1.152
28481,51133,0.05859,1265.0,2021-01-15,73.2,311.3,0.235
29174,51133,0.04345,1320.0,2021-01-22,164.3,330.8,0.497
29867,51133,0.03225,1362.5,2021-01-29,267.0,342.8,0.779
30560,51133,-0.0789,1255.0,2021-02-05,108.1,326.2,0.331
31253,51133,-0.00392,1250.0,2021-02-12,171.8,309.0,0.556
31946,51133,-0.00402,1245.0,2021-02-19,250.7,314.3,0.798
32639,51133,0.03414,1287.5,2021-02-26,619.0,316.6,1.955
33332,51133,-0.04656,1227.5,2021-03-05,64.6,313.8,0.206
34025,51133,0.02649,1260.0,2021-03-12,166.2,311.5,0.533
34718,51133,-0.03965,1210.0,2021-03-19,101.5,310.9,0.326
35411,51133,0.01653,1230.0,2021-03-26,121.4,310.4,0.391
36104,51133,-0.04061,1180.0,2021-04-01,127.0,303.6,0.418
268,57251,0.31324,0.34,2020-04-03,4.2,2.8,1.493
953,57251,0.0,0.34,2020-04-09,1.8,3.1,0.587
1638,57251,0.11974,0.38,2020-04-17,29.4,3.6,8.171
2323,57251,-0.0267,0.36,2020-04-24,1.7,3.3,0.5
3008,57251,0.38401,0.5,2020-05-01,46.4,3.5,13.115
3693,57251,0.60326,0.81,2020-05-07,90.9,6.4,14.287
4378,57251,0.04924,0.85,2020-05-15,125.6,8.1,15.568
5063,57251,0.02932,0.88,2020-05-22,75.4,8.2,9.225
5748,57251,0.04548,0.92,2020-05-29,41.9,8.6,4.844
6433,57251,-0.16939,0.76,2020-06-05,49.1,7.4,6.675
7118,57251,-0.05259,0.72,2020-06-12,13.8,6.8,2.027
7803,57251,0.10419,0.8,2020-06-19,22.6,6.8,3.333
8488,57251,-0.05662,0.75,2020-06-26,18.7,7.0,2.682
9173,57251,-0.01328,0.74,2020-07-03,9.3,6.7,1.388
9859,57251,-0.02706,0.72,2020-07-10,5.7,6.7,0.858
10545,57251,0.00701,0.72,2020-07-17,14.4,6.5,2.212
11231,57251,-0.0069,0.72,2020-07-24,9.6,6.6,1.468
11918,57251,0.07637,0.78,2020-07-31,23.3,7.1,3.26
12605,57251,0.09717,0.85,2020-08-07,20.2,7.4,2.721
13292,57251,0.2348,1.05,2020-08-14,60.4,8.4,7.164
13979,57251,-0.14283,0.9,2020-08-21,23.4,9.1,2.585
14666,57251,0.0,0.9,2020-08-28,8.3,8.1,1.026
15353,57251,-0.01103,0.89,2020-09-04,10.6,8.5,1.249
16041,57251,-0.11794,0.78,2020-09-11,14.5,7.2,2.02
16729,57251,-0.01246,0.78,2020-09-18,30.6,7.4,4.141
17417,57251,-0.11615,0.68,2020-09-25,26.2,6.3,4.191
18106,57251,0.0,0.68,2020-10-02,37.0,6.2,6.017
18797,57251,-0.03654,0.66,2020-10-09,18.2,6.2,2.915
